name;category;sub_category
electricity production, hydro, aluminium industry IAI Area, Asia, without China;energy;Electricity country mix\High Voltage\Transformation\Production mix
electricity production, hydro, aluminium industry IAI Area, EU27 &;energy;Electricity country mix\High Voltage\Transformation\Production mix
electricity production, hydro, aluminium industry IAI Area, Europe outside EU;energy;Others\Obsolete
electricity production, hydro, aluminium industry IAI Area, North America,;energy;Others\Obsolete
electricity production, hydro, aluminium industry IAI Area, Russia & RER w/o;energy;Electricity country mix\High Voltage\Transformation\Production mix
electricity production, hydro, aluminium industry IAI Area, South;energy;Electricity country mix\High Voltage\Transformation\Production mix
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Others\Obsolete
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
electricity production, hydro, pumped storage;energy;Electricity by fuel\Hydro\Pumping storage\Transformation
