8395bd8d-9893-41f8-9d91-1ef0ca962aa6;('Strontium-89', ('air', 'lower stratosphere + upper troposphere'), 'kilo Becquerel')
4fe97589-e19a-58f3-8356-c4e55b4703cb;('Butralin', ('soil', 'agricultural'), 'kilogram')
147b91df-513b-4784-923a-180c2a5b1434;('Manganese-54', ('water', 'ocean'), 'kilo Becquerel')
5933e933-9eaf-4f97-ae63-5eb1eea95e53;('Ethyl acetate', ('air', 'non-urban air or from high stacks'), 'kilogram')
4d479616-676f-4db1-8b3a-c14edbdbafc0;('Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin', ('water', 'ground-'), 'kilogram')
08439a5d-5036-4e9f-89df-08239a6dbc33;('Barium-140', ('water', 'surface water'), 'kilo Becquerel')
9f550c00-0f0f-45e7-a29c-a450752d4c7a;('Monoethanolamine', ('air',), 'kilogram')
b10642d6-cd29-4cf0-9ebe-755902c9a3ae;('Myclobutanil', ('soil', 'agricultural'), 'kilogram')
09f25c1d-3f19-428a-9167-cbd2d8857490;('Gold', ('water', 'ocean'), 'kilogram')
009f3374-e604-4e24-88f5-d785cd93aac7;('Diclofop', ('soil', 'agricultural'), 'kilogram')
a5506f4b-113f-4713-95c3-c819dde6e48b;('Nickel', ('air',), 'kilogram')
6192f17c-9390-4381-9e58-99e384428da5;('Ethylene glycol monoethyl ether', ('water', 'surface water'), 'kilogram')
f7bdeabf-a11d-4ddb-ad19-501485f39f07;('Styrene', ('air', 'low population density, long-term'), 'kilogram')
13fb54aa-a54a-48de-b2ec-b9165dea111d;('Ethene', ('air', 'low population density, long-term'), 'kilogram')
1fa8ca7c-c285-49c5-a96d-60a3dc467310;('Tetramethyl ammonium hydroxide', ('air', 'lower stratosphere + upper troposphere'), 'kilogram')
4b420f19-0421-461e-a0b6-7efbf580089b;('Transformation, from annual crop, non-irrigated', ('natural resource', 'land'), 'square meter')
84c7e145-18e9-5d0e-9b92-00254945d7cd;('Triticonazole', ('soil', 'agricultural'), 'kilogram')
ec8789e5-d140-4ca8-b7ef-b3abfd044414;('Ethane, chloropentafluoro-, CFC-115', ('air',), 'kilogram')
e7909b88-81ef-49d8-8ed0-382ce148ef26;('Sodium formate', ('air', 'low population density, long-term'), 'kilogram')
8f371d76-4cd1-4670-83c4-ae2b3b3355c6;('Diethylene glycol', ('water', 'ground-'), 'kilogram')
8c6412f6-e293-499a-897a-e33e3774b665;('Propylamine', ('air', 'urban air close to ground'), 'kilogram')
0a0a8657-0cc0-4132-a31b-cb4b0a0f3f3a;('Propachlor', ('soil', 'agricultural'), 'kilogram')
28b0681a-8e83-4997-be31-65e5a0a1a81f;('Acetaldehyde', ('water', 'ground-'), 'kilogram')
d3f6f514-41e1-4b24-aa56-7d403839a4dd;('2-Methyl-1-propanol', ('water', 'ground-'), 'kilogram')
