region,year,variables,unit,value
World,2006,"Production volume share, semi-wet kiln type",percentage,0.15
World,2007,"Production volume share, semi-wet kiln type",percentage,0.14
World,2008,"Production volume share, semi-wet kiln type",percentage,0.14
World,2009,"Production volume share, semi-wet kiln type",percentage,0.12
World,2010,"Production volume share, semi-wet kiln type",percentage,0.12
World,2011,"Production volume share, semi-wet kiln type",percentage,0.14
World,2012,"Production volume share, semi-wet kiln type",percentage,0.12
World,2013,"Production volume share, semi-wet kiln type",percentage,0.11
World,2014,"Production volume share, semi-wet kiln type",percentage,0.1
World,2015,"Production volume share, semi-wet kiln type",percentage,0.11
World,2016,"Production volume share, semi-wet kiln type",percentage,0.09
World,2017,"Production volume share, semi-wet kiln type",percentage,0.09
World,2150,"Production volume share, semi-wet kiln type",percentage,0
World,1990,"Production volume share, wet kiln type",percentage,0.14
World,2000,"Production volume share, wet kiln type",percentage,0.07
World,2005,"Production volume share, wet kiln type",percentage,0.05
World,2006,"Production volume share, wet kiln type",percentage,0.06
World,2007,"Production volume share, wet kiln type",percentage,0.06
World,2008,"Production volume share, wet kiln type",percentage,0.06
World,2009,"Production volume share, wet kiln type",percentage,0.04
World,2010,"Production volume share, wet kiln type",percentage,0.03
World,2011,"Production volume share, wet kiln type",percentage,0.03
World,2012,"Production volume share, wet kiln type",percentage,0.03
World,2013,"Production volume share, wet kiln type",percentage,0.03
World,2014,"Production volume share, wet kiln type",percentage,0.02
World,2015,"Production volume share, wet kiln type",percentage,0.02
World,2016,"Production volume share, wet kiln type",percentage,0.02
World,2017,"Production volume share, wet kiln type",percentage,0.02
World,2150,"Production volume share, wet kiln type",percentage,0
World,1990,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3614.427536
World,2000,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3402.608898
World,2005,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3387.481791
World,2010,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3389.77323
World,2015,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3385.218008
World,2016,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3389.00914
World,2017,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3349.602686
World,2030,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3300
World,1990,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3856.059531
World,2000,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3683.761685
World,2005,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3636.213319
World,2010,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3693.795458
World,2015,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3689.971088
World,2016,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3729.383261
World,2017,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3609.699025
World,2030,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3600
World,2150,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,2800
World,1990,"Thermal energy consumption, dry kiln, without preheater",megajoule,4583.791826
World,2000,"Thermal energy consumption, dry kiln, without preheater",megajoule,4465.821252
World,2005,"Thermal energy consumption, dry kiln, without preheater",megajoule,4288.302401
World,2010,"Thermal energy consumption, dry kiln, without preheater",megajoule,4016.453216
World,2015,"Thermal energy consumption, dry kiln, without preheater",megajoule,3881.272548
World,2016,"Thermal energy consumption, dry kiln, without preheater",megajoule,3842.705379
World,2017,"Thermal energy consumption, dry kiln, without preheater",megajoule,3911.906127
World,2030,"Thermal energy consumption, dry kiln, without preheater",megajoule,3900
World,1990,"Thermal energy consumption, semi-wet kiln",megajoule,4006.278655
World,2000,"Thermal energy consumption, semi-wet kiln",megajoule,3780.229281
World,2005,"Thermal energy consumption, semi-wet kiln",megajoule,3796.640191
World,2010,"Thermal energy consumption, semi-wet kiln",megajoule,3827.459742
World,2015,"Thermal energy consumption, semi-wet kiln",megajoule,4307.410884
World,2016,"Thermal energy consumption, semi-wet kiln",megajoule,4107.721353
World,2017,"Thermal energy consumption, semi-wet kiln",megajoule,4187.112877
World,2030,"Thermal energy consumption, semi-wet kiln",megajoule,4100
World,1990,"Thermal energy consumption, wet kiln",megajoule,6314.438206
World,2000,"Thermal energy consumption, wet kiln",megajoule,6003.488363
World,2005,"Thermal energy consumption, wet kiln",megajoule,6104.193529
World,2010,"Thermal energy consumption, wet kiln",megajoule,5982.241869
World,2015,"Thermal energy consumption, wet kiln",megajoule,5733.650991
World,2016,"Thermal energy consumption, wet kiln",megajoule,5906.127927
World,2030,"Thermal energy consumption, wet kiln",megajoule,5800
World,2017,"Thermal energy consumption, wet kiln",megajoule,5899.74348
World,1990,Share waste fuel,percentage,0.016573835
World,2000,Share waste fuel,percentage,0.043984008
World,2005,Share waste fuel,percentage,0.056577277
World,2006,Share waste fuel,percentage,0.068080207
World,2007,Share waste fuel,percentage,0.073165245
World,2008,Share waste fuel,percentage,0.077332763
World,2009,Share waste fuel,percentage,0.08422052
World,2010,Share waste fuel,percentage,0.088525224
World,2011,Share waste fuel,percentage,0.091127332
World,2012,Share waste fuel,percentage,0.093984145
World,2013,Share waste fuel,percentage,0.09646039
World,2014,Share waste fuel,percentage,0.100477392
World,2015,Share waste fuel,percentage,0.104492012
World,2016,Share waste fuel,percentage,0.110554184
World,2017,Share waste fuel,percentage,0.115122052
World,2030,Share waste fuel,percentage,0.13
World,2040,Share waste fuel,percentage,0.18
World,2050,Share waste fuel,percentage,0.2
World,1990,Share biomass fuel,percentage,0.002949698
World,2000,Share biomass fuel,percentage,0.008466914
World,2005,Share biomass fuel,percentage,0.023198856
World,2006,Share biomass fuel,percentage,0.02745098
World,2007,Share biomass fuel,percentage,0.027256009
World,2008,Share biomass fuel,percentage,0.030781572
World,2009,Share biomass fuel,percentage,0.033633048
World,2010,Share biomass fuel,percentage,0.032674325
World,2011,Share biomass fuel,percentage,0.039848369
World,2012,Share biomass fuel,percentage,0.048416311
World,2013,Share biomass fuel,percentage,0.056418147
World,2014,Share biomass fuel,percentage,0.05664892
World,2015,Share biomass fuel,percentage,0.054240517
World,2016,Share biomass fuel,percentage,0.055861821
World,2017,Share biomass fuel,percentage,0.060237994
World,2030,Share biomass fuel,percentage,0.06
World,2040,Share biomass fuel,percentage,0.08
World,2050,Share biomass fuel,percentage,0.1
World,1990,Share fossil fuel,percentage,0.980476466
World,2000,Share fossil fuel,percentage,0.947549078
World,2005,Share fossil fuel,percentage,0.920223867
World,2006,Share fossil fuel,percentage,0.904468812
World,2007,Share fossil fuel,percentage,0.899578746
World,2008,Share fossil fuel,percentage,0.891885665
World,2009,Share fossil fuel,percentage,0.882146432
World,2010,Share fossil fuel,percentage,0.878800451
World,2011,Share fossil fuel,percentage,0.869024299
World,2012,Share fossil fuel,percentage,0.857599543
World,2013,Share fossil fuel,percentage,0.847121463
World,2014,Share fossil fuel,percentage,0.842873688
World,2015,Share fossil fuel,percentage,0.841267471
World,2016,Share fossil fuel,percentage,0.833583995
World,2017,Share fossil fuel,percentage,0.824639955
World,2030,Share fossil fuel,percentage,0.81
World,2040,Share fossil fuel,percentage,0.74
World,2050,Share fossil fuel,percentage,0.7
World,1990,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2000,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2005,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2006,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2007,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2008,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2009,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2010,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2011,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2012,"Share of recovered energy, per ton clinker",percentage,0.000450975
World,2013,"Share of recovered energy, per ton clinker",percentage,0.000477867
World,2014,"Share of recovered energy, per ton clinker",percentage,0.000512195
World,2015,"Share of recovered energy, per ton clinker",percentage,0.002146303
World,2016,"Share of recovered energy, per ton clinker",percentage,0.002518058
World,2017,"Share of recovered energy, per ton clinker",percentage,0.002862462
