,year,IAM_region,powertrain,size,vintage_year,vintage_demand_vkm
262428,2050,MEA,PHEV-d,Small,2046,3381
262429,2050,MEA,PHEV-d,Small,2047,3062
262430,2050,MEA,PHEV-d,Small,2048,3228
262431,2050,MEA,PHEV-d,Small,2049,3394
262476,2055,MEA,PHEV-d,Small,2040,713
262477,2055,MEA,PHEV-d,Small,2041,1999
262478,2055,MEA,PHEV-d,Small,2042,2974
262479,2055,MEA,PHEV-d,Small,2043,3425
262480,2055,MEA,PHEV-d,Small,2044,3527
262481,2055,MEA,PHEV-d,Small,2045,3334
262482,2055,MEA,PHEV-d,Small,2046,3041
262483,2055,MEA,PHEV-d,Small,2047,2873
262484,2055,MEA,PHEV-d,Small,2048,3114
262485,2055,MEA,PHEV-d,Small,2049,3333
262486,2055,MEA,PHEV-d,Small,2050,3510
262487,2055,MEA,PHEV-d,Small,2051,4567
262488,2055,MEA,PHEV-d,Small,2052,4673
262489,2055,MEA,PHEV-d,Small,2053,4740
262490,2055,MEA,PHEV-d,Small,2054,4748
262540,2060,MEA,PHEV-d,Small,2045,503
262541,2060,MEA,PHEV-d,Small,2046,1166
262542,2060,MEA,PHEV-d,Small,2047,1586
262543,2060,MEA,PHEV-d,Small,2048,2113
262544,2060,MEA,PHEV-d,Small,2049,2579
262545,2060,MEA,PHEV-d,Small,2050,2969
262546,2060,MEA,PHEV-d,Small,2051,4108
262547,2060,MEA,PHEV-d,Small,2052,4384
262548,2060,MEA,PHEV-d,Small,2053,4573
262549,2060,MEA,PHEV-d,Small,2054,4662
262550,2060,MEA,PHEV-d,Small,2055,4668
262551,2060,MEA,PHEV-d,Small,2056,4158
262552,2060,MEA,PHEV-d,Small,2057,4024
262553,2060,MEA,PHEV-d,Small,2058,3823
262554,2060,MEA,PHEV-d,Small,2059,3617
262911,2015,MEA,PHEV-p,Small,1996,33
262912,2015,MEA,PHEV-p,Small,1997,16
262913,2015,MEA,PHEV-p,Small,1998,16
262914,2015,MEA,PHEV-p,Small,1999,16
262915,2015,MEA,PHEV-p,Small,2000,16
262916,2015,MEA,PHEV-p,Small,2001,33
262917,2015,MEA,PHEV-p,Small,2002,33
262918,2015,MEA,PHEV-p,Small,2003,33
262919,2015,MEA,PHEV-p,Small,2004,33
262920,2015,MEA,PHEV-p,Small,2005,33
262921,2015,MEA,PHEV-p,Small,2006,67
262922,2015,MEA,PHEV-p,Small,2007,67
262923,2015,MEA,PHEV-p,Small,2008,67
262924,2015,MEA,PHEV-p,Small,2009,101
262925,2015,MEA,PHEV-p,Small,2010,101
262926,2015,MEA,PHEV-p,Small,2011,118
262927,2015,MEA,PHEV-p,Small,2012,126
262928,2015,MEA,PHEV-p,Small,2013,139
262929,2015,MEA,PHEV-p,Small,2014,144
262930,2020,MEA,PHEV-p,Small,1996,14
262931,2020,MEA,PHEV-p,Small,1997,7
262932,2020,MEA,PHEV-p,Small,1998,7
262933,2020,MEA,PHEV-p,Small,1999,7
262934,2020,MEA,PHEV-p,Small,2000,7
262935,2020,MEA,PHEV-p,Small,2001,14
262936,2020,MEA,PHEV-p,Small,2002,14
262937,2020,MEA,PHEV-p,Small,2003,14
262938,2020,MEA,PHEV-p,Small,2004,14
262939,2020,MEA,PHEV-p,Small,2005,14
262940,2020,MEA,PHEV-p,Small,2006,28
262941,2020,MEA,PHEV-p,Small,2007,28
262942,2020,MEA,PHEV-p,Small,2008,28
262943,2020,MEA,PHEV-p,Small,2009,42
262944,2020,MEA,PHEV-p,Small,2010,42
262945,2020,MEA,PHEV-p,Small,2011,109
262946,2020,MEA,PHEV-p,Small,2012,121
262947,2020,MEA,PHEV-p,Small,2013,137
