dataset name,reference product,dataset location,exchange name,exchange categories,exchange unit,exchange amount,exchange type
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.4864353915966677e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,8.367445233774946e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Calcium II,"('air', 'urban air close to ground')",kilogram,6.798549316389887e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,9.413375332809195e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.5107887174021077e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.5209629267746927e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,8.450311321113237e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,Calcium II,"('air', 'urban air close to ground')",kilogram,6.865878012985548e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,9.506599675566532e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.525750649785078e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.493586327582266e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,8.384607480743279e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,Calcium II,"('air', 'urban air close to ground')",kilogram,6.81249364218282e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,9.43268285950984e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.5138874564270572e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.477499303823189e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,8.345998622365191e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Calcium II,"('air', 'urban air close to ground')",kilogram,6.781123944455556e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,9.389247896396222e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Sodium I,"('air', 'urban air close to ground')",kilogram,1.5069164125779805e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.1780425423880397e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,7.627302369673498e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Calcium II,"('air', 'urban air close to ground')",kilogram,6.197183233650959e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,8.58071465980422e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Sodium I,"('air', 'urban air close to ground')",kilogram,1.3771518118581586e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.201626465105486e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,7.683903786183741e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Calcium II,"('air', 'urban air close to ground')",kilogram,6.243171884998105e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,8.644391249622687e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Sodium I,"('air', 'urban air close to ground')",kilogram,1.3873715120251202e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.1523688991532064e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,7.565685623745342e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Calcium II,"('air', 'urban air close to ground')",kilogram,6.14711962711343e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,8.511395824723371e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Sodium I,"('air', 'urban air close to ground')",kilogram,1.366026566105066e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.178666407310488e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,7.628799645539972e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Calcium II,"('air', 'urban air close to ground')",kilogram,6.198399770303913e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,8.582399095054657e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Sodium I,"('air', 'urban air close to ground')",kilogram,1.37742215333309e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.164251707675021e-07,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,7.594204365199541e-14,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Calcium II,"('air', 'urban air close to ground')",kilogram,6.17029110476292e-05,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,8.543479406967102e-11,biosphere
"electricity production, at wood burning power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Sodium I,"('air', 'urban air close to ground')",kilogram,1.3711757832937962e-05,biosphere
