dataset;location;Sum of production volume
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-WECC;30574.102
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;RoW;1
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;AM;0.09850278
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-ASCC;116.017
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;AT;981.0239053
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;AU;2917.783887
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;AZ;4465.86
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;BE;4608.037536
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;BG;1604.340411
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;BY;16083.42
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-AB;4027.474072
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-BC;300.4206749
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-NB;683.6884463
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-ON;3717.54917
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-SK;2382.544727
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CZ;1400.971058
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;DE;35312.43269
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;DK;1632.233815
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;EE;42.41361393
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;FI;2542.648619
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;FR;6470.763724
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-FRCC;1001.946
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;GLO;715552.7716
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-HICC;47.858
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;HR;228.119315
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;HU;2791.065984
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;IT;24634.34085
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;KG;176.7
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;KR;20503.90439
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;KZ;20601.36
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;LT;598.2223246
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;LU;28.78834223
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;LV;1323.889688
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;MD;762.6
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;MK;81.41076931
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-MRO;841.647
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;NL;6674.466952
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-NPCC;9333.209
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;NZ;730.8028588
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;PL;1271.39581
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RFC;11503.691
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RO;3524.686449
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RS;130.2
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RU;418433.6037
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;SE;570.3637624
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-SERC;21532.76
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;SI;257.3905759
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;SK;314.6527842
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-SPP;2356.805
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;TM;20956.62
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;TR;2233.017161
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-TRE;14502.762
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;UA;5731.59
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;UZ;18477.24
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-WECC;14105.94
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RoW;1
heat and power co-generation, oil;US-ASCC;258.323
heat and power co-generation, oil;AT;127.7428482
heat and power co-generation, oil;AZ;2259.9
heat and power co-generation, oil;BE;5.806316325
heat and power co-generation, oil;BG;4.65
heat and power co-generation, oil;BY;91.14
heat and power co-generation, oil;CA-BC;0.145089882
heat and power co-generation, oil;CA-MB;0.039861325
heat and power co-generation, oil;CA-NB;1.512580894
heat and power co-generation, oil;CA-NF;4.634391371
heat and power co-generation, oil;CA-NS;0.388849512
heat and power co-generation, oil;CA-NT;0.210141243
heat and power co-generation, oil;CA-NU;0.484879301
heat and power co-generation, oil;CA-ON;0.278867488
heat and power co-generation, oil;CA-PE;0.014545455
heat and power co-generation, oil;CA-QC;1.088058552
heat and power co-generation, oil;CA-SK;0.001040062
heat and power co-generation, oil;CA-YK;0.061060606
heat and power co-generation, oil;CZ;51.15653447
heat and power co-generation, oil;DE;318.9257229
heat and power co-generation, oil;DK;105.0017671
heat and power co-generation, oil;EE;197.6474409
heat and power co-generation, oil;FI;42.53002008
heat and power co-generation, oil;FR;189.6229055
heat and power co-generation, oil;GLO;24512.12189
heat and power co-generation, oil;GR;33.08495615
heat and power co-generation, oil;US-HICC;1490.964
heat and power co-generation, oil;HU;2.706439004
heat and power co-generation, oil;IT;8836.584253
heat and power co-generation, oil;KG;19.53
heat and power co-generation, oil;KR;428.364432
heat and power co-generation, oil;KZ;1785.6
heat and power co-generation, oil;LT;11.16
heat and power co-generation, oil;MN;6.51
heat and power co-generation, oil;US-MRO;1.973
heat and power co-generation, oil;NL;703.2368114
heat and power co-generation, oil;US-NPCC;70.975
heat and power co-generation, oil;PL;444.6089834
heat and power co-generation, oil;PT;184.2886667
heat and power co-generation, oil;RFC;20.046
heat and power co-generation, oil;RO;139.5
heat and power co-generation, oil;RU;4783.92
heat and power co-generation, oil;SE;195.9117492
heat and power co-generation, oil;US-SERC;5.402
heat and power co-generation, oil;SI;5.362303665
heat and power co-generation, oil;SK;402.8923735
heat and power co-generation, oil;US-TRE;0.046
heat and power co-generation, oil;UA;1199.7
heat and power co-generation, oil;UZ;71.61
heat and power co-generation, oil;US-WECC;6.839
heat and power co-generation, oil;RoW;1
heat and power co-generation, wood chips, 6667 kW;BG;23.25
heat and power co-generation, wood chips, 6667 kW;BO;5.58
heat and power co-generation, wood chips, 6667 kW;BY;95.79
heat and power co-generation, wood chips, 6667 kW;CL;182.242178
heat and power co-generation, wood chips, 6667 kW;EE;691.341907
heat and power co-generation, wood chips, 6667 kW;GLO;5640.779801
heat and power co-generation, wood chips, 6667 kW;GT;1657.26
heat and power co-generation, wood chips, 6667 kW;HN;533.82
heat and power co-generation, wood chips, 6667 kW;HR;180.42
heat and power co-generation, wood chips, 6667 kW;KH;39.06
heat and power co-generation, wood chips, 6667 kW;LK;66.96
heat and power co-generation, wood chips, 6667 kW;LT;243.66
heat and power co-generation, wood chips, 6667 kW;LV;355.7985134
heat and power co-generation, wood chips, 6667 kW;MY;184.14
heat and power co-generation, wood chips, 6667 kW;PE;244.59
heat and power co-generation, wood chips, 6667 kW;PH;658.44
heat and power co-generation, wood chips, 6667 kW;SG;225.06
heat and power co-generation, wood chips, 6667 kW;TR;34.81720291
heat and power co-generation, wood chips, 6667 kW;TZ;19.53
heat and power co-generation, wood chips, 6667 kW;UY;192.51
heat and power co-generation, wood chips, 6667 kW;VN;6.51
heat and power co-generation, wood chips, 6667 kW;RoW;1
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;AT;1365.42911
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;AU;410.9157456
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;BE;2178.336341
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-AB;426.451
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-BC;387.093
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-NF;135.53
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-NS;56.172
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-ON;380.472
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-PE;2.467
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-QC;787.435
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CH;861.1706588
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CZ;1032.10552
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;DE;5952.660286
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;DK;3136.35713
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;ES;2421.005651
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;FI;3635.844161
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;FR;1806.606288
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-FRCC;2855.84
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;GB;15762.18128
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;GLO;113936.1745
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;GR;3.576752016
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-HICC;124.709
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;HU;1328.861551
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;IE;363.8247467
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;IT;3926.945509
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;JP;4962.414028
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;KR;3180.485581
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;LU;24.03640257
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-MRO;3092.888
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;NL;1103.851224
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;NO;27.16
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-NPCC;6195.801
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;PK;546.84
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;PL;4854.478127
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;PT;637.331639
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;RFC;2801.629
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;RO;199.95
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;RS;0.93
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SE;4296.547327
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-SERC;22235.441
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SI;50.94188482
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SK;239.4875267
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-SPP;2991.901
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-TRE;547.677
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-WECC;6604.394
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;RoW;1
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014, label-certified;CH;191.4161873
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014, label-certified;RoW;1
