component,powertrain,size,euro_class,value
Nitrogen oxides,ICEV-d,13m-city-double,5,0.052221392
Nitrogen oxides,ICEV-d,13m-city-double,5,0.133289421
Nitrogen oxides,ICEV-d,13m-city-double,5,0.074011959
Nitrogen oxides,ICEV-d,13m-city-double,5,0.052221392
Nitrogen oxides,ICEV-d,13m-city-double,5,0.133289421
Nitrogen dioxide,ICEV-d,9m,5,0.01525702
Nitrogen dioxide,ICEV-d,9m,5,0.003043236
Nitrogen dioxide,ICEV-d,9m,5,0.009162023
Nitrogen dioxide,ICEV-d,9m,5,0.01816312
Nitrogen dioxide,ICEV-d,9m,5,0.010868698
Nitrogen dioxide,ICEV-d,9m,5,0.032721507
Nitrogen dioxide,ICEV-d,13m-city-double,5,0.01554251
Nitrogen dioxide,ICEV-d,13m-city-double,5,0.003655497
Nitrogen dioxide,ICEV-d,13m-city-double,5,0.00933026
Nitrogen dioxide,ICEV-d,13m-city-double,5,0.01850299
Nitrogen dioxide,ICEV-d,13m-city-double,5,0.013055348
Nitrogen dioxide,ICEV-d,13m-city-double,5,0.033322355
Methane,ICEV-d,9m,5,2.93E-05
Methane,ICEV-d,9m,5,7.87E-06
Methane,ICEV-d,9m,5,7.87E-06
Methane,ICEV-d,9m,5,1.46E-06
Methane,ICEV-d,9m,5,3.93E-07
Methane,ICEV-d,9m,5,3.93E-07
Methane,ICEV-d,13m-city-double,5,3.53E-05
Methane,ICEV-d,13m-city-double,5,9.65E-06
Methane,ICEV-d,13m-city-double,5,9.65E-06
Methane,ICEV-d,13m-city-double,5,1.77E-06
Methane,ICEV-d,13m-city-double,5,4.82E-07
Methane,ICEV-d,13m-city-double,5,4.82E-07
Non-methane hydrocarbon,ICEV-d,9m,5,0.001190026
Non-methane hydrocarbon,ICEV-d,9m,5,0.000319924
Non-methane hydrocarbon,ICEV-d,9m,5,0.000319924
Non-methane hydrocarbon,ICEV-d,9m,5,5.95E-05
Non-methane hydrocarbon,ICEV-d,9m,5,1.60E-05
Non-methane hydrocarbon,ICEV-d,9m,5,1.60E-05
Non-methane hydrocarbon,ICEV-d,13m-city-double,5,0.00143679
Non-methane hydrocarbon,ICEV-d,13m-city-double,5,0.000392288
Non-methane hydrocarbon,ICEV-d,13m-city-double,5,0.000392288
Non-methane hydrocarbon,ICEV-d,13m-city-double,5,7.18E-05
Non-methane hydrocarbon,ICEV-d,13m-city-double,5,1.96E-05
Non-methane hydrocarbon,ICEV-d,13m-city-double,5,1.96E-05
Lead,ICEV-d,9m,5,0
Lead,ICEV-d,9m,5,0
Lead,ICEV-d,9m,5,0
Lead,ICEV-d,9m,5,0
Lead,ICEV-d,9m,5,0
Lead,ICEV-d,9m,5,0
Lead,ICEV-d,13m-city-double,5,0
Lead,ICEV-d,13m-city-double,5,0
Lead,ICEV-d,13m-city-double,5,0
Lead,ICEV-d,13m-city-double,5,0
Lead,ICEV-d,13m-city-double,5,0
Lead,ICEV-d,13m-city-double,5,0
Dinitrogen oxide,ICEV-d,9m,5,0.000939846
Dinitrogen oxide,ICEV-d,9m,5,0.000939846
Dinitrogen oxide,ICEV-d,9m,5,0.000939846
Dinitrogen oxide,ICEV-d,9m,5,0.000939846
Dinitrogen oxide,ICEV-d,9m,5,0.000939846
Dinitrogen oxide,ICEV-d,9m,5,0.000939846
Dinitrogen oxide,ICEV-d,13m-city-double,5,0.000651216
Dinitrogen oxide,ICEV-d,13m-city-double,5,0.000651216
Dinitrogen oxide,ICEV-d,13m-city-double,5,0.000651216
Dinitrogen oxide,ICEV-d,13m-city-double,5,0.000651216
Dinitrogen oxide,ICEV-d,13m-city-double,5,0.000651216
Dinitrogen oxide,ICEV-d,13m-city-double,5,0.000651216
Ammonia,ICEV-d,9m,5,0.000206847
Ammonia,ICEV-d,9m,5,0.000206847
Ammonia,ICEV-d,9m,5,0.000206847
Ammonia,ICEV-d,9m,5,0.000206847
Ammonia,ICEV-d,9m,5,0.000206847
Ammonia,ICEV-d,9m,5,0.000206847
Ammonia,ICEV-d,13m-city-double,5,0.000143323
Ammonia,ICEV-d,13m-city-double,5,0.000143323
Ammonia,ICEV-d,13m-city-double,5,0.000143323
Ammonia,ICEV-d,13m-city-double,5,0.000143323
Ammonia,ICEV-d,13m-city-double,5,0.000143323
Ammonia,ICEV-d,13m-city-double,5,0.000143323
Benzene,ICEV-d,9m,5,2.04E-05
Benzene,ICEV-d,9m,5,5.47E-06
Benzene,ICEV-d,9m,5,5.47E-06
Benzene,ICEV-d,9m,5,1.02E-06
Benzene,ICEV-d,9m,5,2.74E-07
Benzene,ICEV-d,9m,5,2.74E-07
Benzene,ICEV-d,13m-city-double,5,2.46E-05
Benzene,ICEV-d,13m-city-double,5,6.71E-06
Benzene,ICEV-d,13m-city-double,5,6.71E-06
Benzene,ICEV-d,13m-city-double,5,1.23E-06
Benzene,ICEV-d,13m-city-double,5,3.36E-07
Benzene,ICEV-d,13m-city-double,5,3.36E-07
Particulate matters 2.5,ICEV-d,9m,5,0.000425895
Particulate matters 2.5,ICEV-d,9m,5,0.000751447
Particulate matters 2.5,ICEV-d,9m,5,0.000751447
Particulate matters 2.5,ICEV-d,9m,5,2.98E-05
Particulate matters 2.5,ICEV-d,9m,5,3.01E-05
Particulate matters 2.5,ICEV-d,9m,5,3.01E-05
Particulate matters 2.5,ICEV-d,13m-city-double,5,0.000537391
Particulate matters 2.5,ICEV-d,13m-city-double,5,0.000831055
Particulate matters 2.5,ICEV-d,13m-city-double,5,0.000831055
Particulate matters 2.5,ICEV-d,13m-city-double,5,3.76E-05
Particulate matters 2.5,ICEV-d,13m-city-double,5,3.32E-05
Particulate matters 2.5,ICEV-d,13m-city-double,5,3.32E-05
Hydrocarbon,ICEV-d,9m,6,0.000221692
Hydrocarbon,ICEV-d,9m,6,0.000221692
Hydrocarbon,ICEV-d,9m,6,0.000307498
Hydrocarbon,ICEV-d,9m,6,0.000307498
Hydrocarbon,ICEV-d,13m-city-double,6,0.000251055
Hydrocarbon,ICEV-d,13m-city-double,6,0.000251055
Hydrocarbon,ICEV-d,13m-city-double,6,0.000434829
Hydrocarbon,ICEV-d,13m-city-double,6,0.000434829
Hydrocarbon,ICEV-d,9m,6,0.000617224
Hydrocarbon,ICEV-d,9m,6,0.000250892
Hydrocarbon,ICEV-d,9m,6,0.000221692
Hydrocarbon,ICEV-d,9m,6,0.000221692
Hydrocarbon,ICEV-d,13m-city-double,6,0.000450707
Hydrocarbon,ICEV-d,13m-city-double,6,0.000324211
Hydrocarbon,ICEV-d,13m-city-double,6,0.000251055
Hydrocarbon,ICEV-d,13m-city-double,6,0.000251055
Carbon monoxide,ICEV-d,9m,6,0.002379879
Carbon monoxide,ICEV-d,9m,6,0.002379879
Carbon monoxide,ICEV-d,9m,6,0.001865179
Carbon monoxide,ICEV-d,9m,6,0.001865179
Carbon monoxide,ICEV-d,13m-city-double,6,0.002818648
Carbon monoxide,ICEV-d,13m-city-double,6,0.002818648
Carbon monoxide,ICEV-d,13m-city-double,6,0.001766666
Carbon monoxide,ICEV-d,13m-city-double,6,0.001766666
Carbon monoxide,ICEV-d,9m,6,0.012853926
Carbon monoxide,ICEV-d,9m,6,0.031753066
Carbon monoxide,ICEV-d,9m,6,0.002379879
Carbon monoxide,ICEV-d,9m,6,0.002379879
Carbon monoxide,ICEV-d,13m-city-double,6,0.009386139
Carbon monoxide,ICEV-d,13m-city-double,6,0.033276816
Carbon monoxide,ICEV-d,13m-city-double,6,0.002818648
Carbon monoxide,ICEV-d,13m-city-double,6,0.002818648
Nitrogen oxides,ICEV-d,9m,6,0.006482662
Nitrogen oxides,ICEV-d,9m,6,0.062533967
Nitrogen oxides,ICEV-d,9m,6,0.00145161
Nitrogen oxides,ICEV-d,9m,6,0.075477491
Nitrogen oxides,ICEV-d,13m-city-double,6,0.008514025
Nitrogen oxides,ICEV-d,13m-city-double,6,0.066060572
Nitrogen oxides,ICEV-d,13m-city-double,6,0.001915915
Nitrogen oxides,ICEV-d,13m-city-double,6,0.080545571
Nitrogen oxides,ICEV-d,9m,6,0.073443953
Nitrogen oxides,ICEV-d,9m,6,0.033275633
Nitrogen oxides,ICEV-d,9m,6,0.003027937
Nitrogen oxides,ICEV-d,9m,6,0.003027937
Nitrogen oxides,ICEV-d,13m-city-double,6,0.053629929
Nitrogen oxides,ICEV-d,13m-city-double,6,0.042123116
Nitrogen oxides,ICEV-d,13m-city-double,6,0.00267353
Nitrogen oxides,ICEV-d,13m-city-double,6,0.00267353
Nitrogen dioxide,ICEV-d,9m,6,0.001815145
Nitrogen dioxide,ICEV-d,9m,6,0.01750951
Nitrogen dioxide,ICEV-d,9m,6,0.000406451
Nitrogen dioxide,ICEV-d,9m,6,0.021133698
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.002383927
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.01849696
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.000536456
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.022552759
Nitrogen dioxide,ICEV-d,9m,6,0.018360988
Nitrogen dioxide,ICEV-d,9m,6,0.002329294
Nitrogen dioxide,ICEV-d,9m,6,0.000847822
Nitrogen dioxide,ICEV-d,9m,6,0.000847822
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.013407482
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.002948618
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.000748589
Nitrogen dioxide,ICEV-d,13m-city-double,6,0.000748589
Methane,ICEV-d,9m,6,5.32E-06
Methane,ICEV-d,9m,6,5.32E-06
Methane,ICEV-d,9m,6,7.38E-06
Methane,ICEV-d,9m,6,7.38E-06
Methane,ICEV-d,13m-city-double,6,6.03E-06
Methane,ICEV-d,13m-city-double,6,6.03E-06
Methane,ICEV-d,13m-city-double,6,1.04E-05
Methane,ICEV-d,13m-city-double,6,1.04E-05
Methane,ICEV-d,9m,6,1.48E-05
Methane,ICEV-d,9m,6,6.02E-06
Methane,ICEV-d,9m,6,5.32E-06
Methane,ICEV-d,9m,6,5.32E-06
Methane,ICEV-d,13m-city-double,6,1.08E-05
Methane,ICEV-d,13m-city-double,6,7.78E-06
Methane,ICEV-d,13m-city-double,6,6.03E-06
Methane,ICEV-d,13m-city-double,6,6.03E-06
Non-methane hydrocarbon,ICEV-d,9m,6,0.000216372
Non-methane hydrocarbon,ICEV-d,9m,6,0.000216372
Non-methane hydrocarbon,ICEV-d,9m,6,0.000300118
Non-methane hydrocarbon,ICEV-d,9m,6,0.000300118
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.00024503
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.00024503
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.000424393
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.000424393
Non-methane hydrocarbon,ICEV-d,9m,6,0.000602411
Non-methane hydrocarbon,ICEV-d,9m,6,0.00024487
Non-methane hydrocarbon,ICEV-d,9m,6,0.000216372
Non-methane hydrocarbon,ICEV-d,9m,6,0.000216372
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.00043989
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.000316429
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.00024503
Non-methane hydrocarbon,ICEV-d,13m-city-double,6,0.00024503
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,13m-city-double,6,0
Lead,ICEV-d,13m-city-double,6,0
Lead,ICEV-d,13m-city-double,6,0
Lead,ICEV-d,13m-city-double,6,0
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,9m,6,0
Lead,ICEV-d,13m-city-double,6,0
Lead,ICEV-d,13m-city-double,6,0
Lead,ICEV-d,13m-city-double,6,0
Lead,ICEV-d,13m-city-double,6,0
Dinitrogen oxide,ICEV-d,9m,6,0.000575004
Dinitrogen oxide,ICEV-d,9m,6,0.000575004
Dinitrogen oxide,ICEV-d,9m,6,0.000575004
Dinitrogen oxide,ICEV-d,9m,6,0.000575004
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000419877
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000419877
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000419877
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000419877
Dinitrogen oxide,ICEV-d,9m,6,0.000230547
Dinitrogen oxide,ICEV-d,9m,6,0.000719359
Dinitrogen oxide,ICEV-d,9m,6,0.000575004
Dinitrogen oxide,ICEV-d,9m,6,0.000575004
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000168349
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000525287
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000419877
Dinitrogen oxide,ICEV-d,13m-city-double,6,0.000419877
Ammonia,ICEV-d,9m,6,0.000153786
Ammonia,ICEV-d,9m,6,0.000153786
Ammonia,ICEV-d,9m,6,0.000153786
Ammonia,ICEV-d,9m,6,0.000153786
Ammonia,ICEV-d,13m-city-double,6,0.000142813
Ammonia,ICEV-d,13m-city-double,6,0.000142813
Ammonia,ICEV-d,13m-city-double,6,0.000142813
Ammonia,ICEV-d,13m-city-double,6,0.000142813
Ammonia,ICEV-d,9m,6,4.17E-05
Ammonia,ICEV-d,9m,6,0.000158321
Ammonia,ICEV-d,9m,6,0.000153786
Ammonia,ICEV-d,9m,6,0.000153786
Ammonia,ICEV-d,13m-city-double,6,3.05E-05
Ammonia,ICEV-d,13m-city-double,6,0.000115608
Ammonia,ICEV-d,13m-city-double,6,0.000142813
Ammonia,ICEV-d,13m-city-double,6,0.000142813
Benzene,ICEV-d,9m,6,3.70E-06
Benzene,ICEV-d,9m,6,3.70E-06
Benzene,ICEV-d,9m,6,5.14E-06
Benzene,ICEV-d,9m,6,5.14E-06
Benzene,ICEV-d,13m-city-double,6,4.19E-06
Benzene,ICEV-d,13m-city-double,6,4.19E-06
Benzene,ICEV-d,13m-city-double,6,7.26E-06
Benzene,ICEV-d,13m-city-double,6,7.26E-06
Benzene,ICEV-d,9m,6,1.03E-05
Benzene,ICEV-d,9m,6,4.19E-06
Benzene,ICEV-d,9m,6,3.70E-06
Benzene,ICEV-d,9m,6,3.70E-06
Benzene,ICEV-d,13m-city-double,6,7.53E-06
Benzene,ICEV-d,13m-city-double,6,5.41E-06
Benzene,ICEV-d,13m-city-double,6,4.19E-06
Benzene,ICEV-d,13m-city-double,6,4.19E-06
Particulate matters 2.5,ICEV-d,9m,6,0.000120716
Particulate matters 2.5,ICEV-d,9m,6,0.000120716
Particulate matters 2.5,ICEV-d,9m,6,3.14E-05
Particulate matters 2.5,ICEV-d,9m,6,3.14E-05
Particulate matters 2.5,ICEV-d,13m-city-double,6,0.000217561
Particulate matters 2.5,ICEV-d,13m-city-double,6,0.000217561
Particulate matters 2.5,ICEV-d,13m-city-double,6,3.62E-05
Particulate matters 2.5,ICEV-d,13m-city-double,6,3.62E-05
Particulate matters 2.5,ICEV-d,9m,6,0.000522933
Particulate matters 2.5,ICEV-d,9m,6,0.000575158
Particulate matters 2.5,ICEV-d,9m,6,0.000120716
Particulate matters 2.5,ICEV-d,9m,6,0.000120716
Particulate matters 2.5,ICEV-d,13m-city-double,6,0.000381854
Particulate matters 2.5,ICEV-d,13m-city-double,6,0.00067035
Particulate matters 2.5,ICEV-d,13m-city-double,6,0.000217561
Particulate matters 2.5,ICEV-d,13m-city-double,6,0.000217561
Hydrocarbon,ICEV-g,13m-city,2,0.319218382
Hydrocarbon,ICEV-g,13m-city,3,0.263082593
Hydrocarbon,ICEV-g,13m-city,4,0.050247575
Hydrocarbon,ICEV-g,13m-city,5,0.024576179
Hydrocarbon,ICEV-g,13m-city,6,0.012032441
Carbon monoxide,ICEV-g,13m-city,2,0.206866872
Carbon monoxide,ICEV-g,13m-city,3,0.211065975
Carbon monoxide,ICEV-g,13m-city,4,0.10464252
Carbon monoxide,ICEV-g,13m-city,5,0.052087488
Carbon monoxide,ICEV-g,13m-city,6,0.045409837
Nitrogen oxides,ICEV-g,13m-city,2,0.905252423
Nitrogen oxides,ICEV-g,13m-city,3,0.762339809
Nitrogen oxides,ICEV-g,13m-city,4,0.647724785
Nitrogen oxides,ICEV-g,13m-city,5,0.094725025
Nitrogen oxides,ICEV-g,13m-city,6,0.030144677
Nitrogen dioxide,ICEV-g,13m-city,2,0.226313106
Nitrogen dioxide,ICEV-g,13m-city,3,0.190584952
Nitrogen dioxide,ICEV-g,13m-city,4,0.161931196
Nitrogen dioxide,ICEV-g,13m-city,5,0.023681256
Nitrogen dioxide,ICEV-g,13m-city,6,0.007536169
Methane,ICEV-g,13m-city,2,0.29368092
Methane,ICEV-g,13m-city,3,0.242036001
Methane,ICEV-g,13m-city,4,0.046227773
Methane,ICEV-g,13m-city,5,0.022610087
Methane,ICEV-g,13m-city,6,0.011069845
Non-methane hydrocarbon,ICEV-g,13m-city,2,0.02553747
Non-methane hydrocarbon,ICEV-g,13m-city,3,0.021046608
Non-methane hydrocarbon,ICEV-g,13m-city,4,0.004019806
Non-methane hydrocarbon,ICEV-g,13m-city,5,0.001966094
Non-methane hydrocarbon,ICEV-g,13m-city,6,0.000962595
Lead,ICEV-g,13m-city,2,0
Lead,ICEV-g,13m-city,3,0
Lead,ICEV-g,13m-city,4,0
Lead,ICEV-g,13m-city,5,0
Lead,ICEV-g,13m-city,6,0
Benzene,ICEV-g,13m-city,2,0
Benzene,ICEV-g,13m-city,3,0
Benzene,ICEV-g,13m-city,4,0
Benzene,ICEV-g,13m-city,5,0
Benzene,ICEV-g,13m-city,6,0
Particulate matters 2.5,ICEV-g,13m-city,2,0.001940835
Particulate matters 2.5,ICEV-g,13m-city,3,0.001367893
Particulate matters 2.5,ICEV-g,13m-city,4,0.000354762
Particulate matters 2.5,ICEV-g,13m-city,5,0.000406425
Particulate matters 2.5,ICEV-g,13m-city,6,0.000406425
Hydrocarbon,ICEV-d,13m-city,0,0.050119494
Hydrocarbon,ICEV-d,13m-city,0,0.050119494
Hydrocarbon,ICEV-d,13m-city,0,0.050119494
Hydrocarbon,ICEV-d,13m-city,0,0.050119494
Carbon monoxide,ICEV-d,13m-city,0,0.123453401
Carbon monoxide,ICEV-d,13m-city,0,0.123453401
Carbon monoxide,ICEV-d,13m-city,0,0.123453401
Carbon monoxide,ICEV-d,13m-city,0,0.123453401
Nitrogen oxides,ICEV-d,13m-city,0,0.231275009
Nitrogen oxides,ICEV-d,13m-city,0,0.231275009
Nitrogen oxides,ICEV-d,13m-city,0,0.231275009
Nitrogen oxides,ICEV-d,13m-city,0,0.231275009
Nitrogen dioxide,ICEV-d,13m-city,0,0.016189252
Nitrogen dioxide,ICEV-d,13m-city,0,0.016189252
Nitrogen dioxide,ICEV-d,13m-city,0,0.016189252
Nitrogen dioxide,ICEV-d,13m-city,0,0.016189252
Methane,ICEV-d,13m-city,0,0.001202868
Methane,ICEV-d,13m-city,0,0.001202868
Methane,ICEV-d,13m-city,0,0.001202868
Methane,ICEV-d,13m-city,0,0.001202868
Non-methane hydrocarbon,ICEV-d,13m-city,0,0.048916625
Non-methane hydrocarbon,ICEV-d,13m-city,0,0.048916625
Non-methane hydrocarbon,ICEV-d,13m-city,0,0.048916625
Non-methane hydrocarbon,ICEV-d,13m-city,0,0.048916625
Lead,ICEV-d,13m-city,0,0
Lead,ICEV-d,13m-city,0,0
Lead,ICEV-d,13m-city,0,0
Lead,ICEV-d,13m-city,0,0
Dinitrogen oxide,ICEV-d,13m-city,0,0.000287059
Dinitrogen oxide,ICEV-d,13m-city,0,0.000287059
Dinitrogen oxide,ICEV-d,13m-city,0,0.000287059
Dinitrogen oxide,ICEV-d,13m-city,0,0.000287059
Ammonia,ICEV-d,13m-city,0,4.78E-05
Ammonia,ICEV-d,13m-city,0,4.78E-05
Ammonia,ICEV-d,13m-city,0,4.78E-05
Ammonia,ICEV-d,13m-city,0,4.78E-05
Benzene,ICEV-d,13m-city,0,0.000836996
Benzene,ICEV-d,13m-city,0,0.000836996
Benzene,ICEV-d,13m-city,0,0.000836996
Benzene,ICEV-d,13m-city,0,0.000836996
Particulate matters 2.5,ICEV-d,13m-city,0,0.018981233
Particulate matters 2.5,ICEV-d,13m-city,0,0.018981233
Particulate matters 2.5,ICEV-d,13m-city,0,0.018981233
Particulate matters 2.5,ICEV-d,13m-city,0,0.018981233
Hydrocarbon,ICEV-d,13m-city,1,0.021230525
Hydrocarbon,ICEV-d,13m-city,1,0.007006073
Carbon monoxide,ICEV-d,13m-city,1,0.106495208
Carbon monoxide,ICEV-d,13m-city,1,0.035143419
Nitrogen oxides,ICEV-d,13m-city,1,0.352808356
Nitrogen oxides,ICEV-d,13m-city,1,0.352808356
Nitrogen dioxide,ICEV-d,13m-city,1,0.024696586
Nitrogen dioxide,ICEV-d,13m-city,1,0.088202089
Methane,ICEV-d,13m-city,1,0.000509533
Methane,ICEV-d,13m-city,1,0.000168146
Non-methane hydrocarbon,ICEV-d,13m-city,1,0.020720993
Non-methane hydrocarbon,ICEV-d,13m-city,1,0.006837928
Lead,ICEV-d,13m-city,1,0
Lead,ICEV-d,13m-city,1,0
Dinitrogen oxide,ICEV-d,13m-city,1,0.00059101
Dinitrogen oxide,ICEV-d,13m-city,1,0.00059101
Ammonia,ICEV-d,13m-city,1,0.000142827
Ammonia,ICEV-d,13m-city,1,0.000142827
Benzene,ICEV-d,13m-city,1,0.00035455
Benzene,ICEV-d,13m-city,1,0.000117001
Particulate matters 2.5,ICEV-d,13m-city,1,0.0177441
Particulate matters 2.5,ICEV-d,13m-city,1,0.004613466
Hydrocarbon,ICEV-d,13m-city,2,0.013708943
Hydrocarbon,ICEV-d,13m-city,2,0.004523951
Carbon monoxide,ICEV-d,13m-city,2,0.092567261
Carbon monoxide,ICEV-d,13m-city,2,0.030547196
Nitrogen oxides,ICEV-d,13m-city,2,0.37661469
Nitrogen oxides,ICEV-d,13m-city,2,0.37661469
Nitrogen dioxide,ICEV-d,13m-city,2,0.026363028
Nitrogen dioxide,ICEV-d,13m-city,2,0.094153673
Methane,ICEV-d,13m-city,2,0.000329015
Methane,ICEV-d,13m-city,2,0.000108575
Non-methane hydrocarbon,ICEV-d,13m-city,2,0.013379928
Non-methane hydrocarbon,ICEV-d,13m-city,2,0.004415376
Lead,ICEV-d,13m-city,2,0
Lead,ICEV-d,13m-city,2,0
Dinitrogen oxide,ICEV-d,13m-city,2,0.00040429
Dinitrogen oxide,ICEV-d,13m-city,2,0.00040429
Ammonia,ICEV-d,13m-city,2,0.000150501
Ammonia,ICEV-d,13m-city,2,0.000150501
Benzene,ICEV-d,13m-city,2,0.000228939
Benzene,ICEV-d,13m-city,2,7.56E-05
Particulate matters 2.5,ICEV-d,13m-city,2,0.010247204
Particulate matters 2.5,ICEV-d,13m-city,2,0.002664273
Hydrocarbon,ICEV-d,13m-city,3,0.011652271
Hydrocarbon,ICEV-d,13m-city,3,0.00384525
Carbon monoxide,ICEV-d,13m-city,3,0.095124091
Carbon monoxide,ICEV-d,13m-city,3,0.031390952
Nitrogen oxides,ICEV-d,13m-city,3,0.318308773
Nitrogen oxides,ICEV-d,13m-city,3,0.318308773
Nitrogen dioxide,ICEV-d,13m-city,3,0.022281614
Nitrogen dioxide,ICEV-d,13m-city,3,0.095492633
Methane,ICEV-d,13m-city,3,0.000279655
Methane,ICEV-d,13m-city,3,9.23E-05
Non-methane hydrocarbon,ICEV-d,13m-city,3,0.011372617
Non-methane hydrocarbon,ICEV-d,13m-city,3,0.003752964
Lead,ICEV-d,13m-city,3,0
Lead,ICEV-d,13m-city,3,0
Dinitrogen oxide,ICEV-d,13m-city,3,0.000253557
Dinitrogen oxide,ICEV-d,13m-city,3,0.000253557
Ammonia,ICEV-d,13m-city,3,0.000145963
Ammonia,ICEV-d,13m-city,3,0.000145963
Benzene,ICEV-d,13m-city,3,0.000194593
Benzene,ICEV-d,13m-city,3,6.42E-05
Particulate matters 2.5,ICEV-d,13m-city,3,0.007429126
Particulate matters 2.5,ICEV-d,13m-city,3,0.001931572
Hydrocarbon,ICEV-d,13m-city,4,0.000769566
Hydrocarbon,ICEV-d,13m-city,4,0.000317987
Hydrocarbon,ICEV-d,13m-city,4,0.000317987
Hydrocarbon,ICEV-d,13m-city,4,3.85E-05
Hydrocarbon,ICEV-d,13m-city,4,1.59E-05
Hydrocarbon,ICEV-d,13m-city,4,1.59E-05
Carbon monoxide,ICEV-d,13m-city,4,0.016026505
Carbon monoxide,ICEV-d,13m-city,4,0.044752812
Carbon monoxide,ICEV-d,13m-city,4,0.044752812
Carbon monoxide,ICEV-d,13m-city,4,0.002724506
Carbon monoxide,ICEV-d,13m-city,4,0.007607978
Carbon monoxide,ICEV-d,13m-city,4,0.007607978
Nitrogen oxides,ICEV-d,13m-city,4,0.091571231
Nitrogen oxides,ICEV-d,13m-city,4,0.061479912
Nitrogen oxides,ICEV-d,13m-city,4,0.126523929
Nitrogen oxides,ICEV-d,13m-city,4,0.091571231
Nitrogen oxides,ICEV-d,13m-city,4,0.061479912
Nitrogen oxides,ICEV-d,13m-city,4,0.126523929
Nitrogen dioxide,ICEV-d,13m-city,4,0.019229958
Nitrogen dioxide,ICEV-d,13m-city,4,0.004303594
Nitrogen dioxide,ICEV-d,13m-city,4,0.008856675
Nitrogen dioxide,ICEV-d,13m-city,4,0.022892808
Nitrogen dioxide,ICEV-d,13m-city,4,0.015369978
Nitrogen dioxide,ICEV-d,13m-city,4,0.031630982
Methane,ICEV-d,13m-city,4,1.85E-05
Methane,ICEV-d,13m-city,4,7.63E-06
Methane,ICEV-d,13m-city,4,7.63E-06
Methane,ICEV-d,13m-city,4,9.23E-07
Methane,ICEV-d,13m-city,4,3.82E-07
Methane,ICEV-d,13m-city,4,3.82E-07
Non-methane hydrocarbon,ICEV-d,13m-city,4,0.000751096
Non-methane hydrocarbon,ICEV-d,13m-city,4,0.000310355
Non-methane hydrocarbon,ICEV-d,13m-city,4,0.000310355
Non-methane hydrocarbon,ICEV-d,13m-city,4,3.76E-05
Non-methane hydrocarbon,ICEV-d,13m-city,4,1.55E-05
Non-methane hydrocarbon,ICEV-d,13m-city,4,1.55E-05
Lead,ICEV-d,13m-city,4,0
Lead,ICEV-d,13m-city,4,0
Lead,ICEV-d,13m-city,4,0
Lead,ICEV-d,13m-city,4,0
Lead,ICEV-d,13m-city,4,0
Lead,ICEV-d,13m-city,4,0
Dinitrogen oxide,ICEV-d,13m-city,4,0.000287451
Dinitrogen oxide,ICEV-d,13m-city,4,0.000287451
Dinitrogen oxide,ICEV-d,13m-city,4,0.000287451
Dinitrogen oxide,ICEV-d,13m-city,4,0.000287451
Dinitrogen oxide,ICEV-d,13m-city,4,0.000287451
Dinitrogen oxide,ICEV-d,13m-city,4,0.000287451
Ammonia,ICEV-d,13m-city,4,5.20E-05
Ammonia,ICEV-d,13m-city,4,5.20E-05
Ammonia,ICEV-d,13m-city,4,5.20E-05
Ammonia,ICEV-d,13m-city,4,5.20E-05
Ammonia,ICEV-d,13m-city,4,5.20E-05
Ammonia,ICEV-d,13m-city,4,5.20E-05
Benzene,ICEV-d,13m-city,4,1.29E-05
Benzene,ICEV-d,13m-city,4,5.31E-06
Benzene,ICEV-d,13m-city,4,5.31E-06
Benzene,ICEV-d,13m-city,4,6.43E-07
Benzene,ICEV-d,13m-city,4,2.66E-07
Benzene,ICEV-d,13m-city,4,2.66E-07
Particulate matters 2.5,ICEV-d,13m-city,4,0.000651711
Particulate matters 2.5,ICEV-d,13m-city,4,0.000744867
Particulate matters 2.5,ICEV-d,13m-city,4,0.000744867
Particulate matters 2.5,ICEV-d,13m-city,4,4.56E-05
