Units,scenario,region,Year,value
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2040,153.395457152343
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2045,142.186286671082
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2050,129.159168137363
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2055,120.3742320078576
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2060,111.7535927081088
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2065,101.70022927910944
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2070,87.87651370145761
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2075,73.30145462562339
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2080,55.34584272602731
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2085,43.46944322120306
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2090,30.90608970134654
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2095,19.483365170082802
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2100,9.505053604642852
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,1975,199.4040951
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,1990,706.64431908502
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2005,1839.5118966448001
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2010,2652.8656639431
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2015,3079.6009821626
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2021,3478.81594453961
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2025,3877.905644372175
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2030,3927.350669207809
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2035,3889.072846324541
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2040,3428.332935837916
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2045,2854.8049704029645
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2050,2247.8527377207324
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2055,1777.9553818203092
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2060,1358.5604742963108
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2065,1042.2847679379086
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2070,759.4984880655403
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2075,513.1997297079213
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2080,285.3861929304671
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2085,163.01555537158967
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2090,59.9785839560559
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2095,-16.712432109319252
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2100,-73.47882336870065
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,1975,6.135872179
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,1990,15.7942725306
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2005,18.11854172
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2010,21.833005389
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2015,27.447622871
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2021,27.241888482
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2025,29.517227205999998
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2030,31.117120085699
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2035,33.170231276559
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2040,34.032954401027
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2045,33.682016699477
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2050,31.347947378301
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2055,29.419643200889
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2060,26.752301347514
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2065,24.1208812543596
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2070,19.8543070987265
