Units,scenario,region,Year,account,value
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2030,gdp-per-capita-ppp,9.79659
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2035,gdp-per-capita-ppp,11.6534
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2040,gdp-per-capita-ppp,13.398
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2045,gdp-per-capita-ppp,15.1077
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2050,gdp-per-capita-ppp,16.8404
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2055,gdp-per-capita-ppp,18.6552
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2060,gdp-per-capita-ppp,20.6
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2065,gdp-per-capita-ppp,22.6914
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2070,gdp-per-capita-ppp,24.8824
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2075,gdp-per-capita-ppp,27.1532
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2080,gdp-per-capita-ppp,29.5032
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2085,gdp-per-capita-ppp,31.9742
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2090,gdp-per-capita-ppp,34.5945
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2095,gdp-per-capita-ppp,37.3883
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2100,gdp-per-capita-ppp,40.357
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,1975,gdp-per-capita-ppp,1.11852
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,1990,gdp-per-capita-ppp,9.41097
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2005,gdp-per-capita-ppp,19.2905
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2010,gdp-per-capita-ppp,22.2535
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2015,gdp-per-capita-ppp,26.5008
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2021,gdp-per-capita-ppp,31.4259
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2025,gdp-per-capita-ppp,35.7841
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2030,gdp-per-capita-ppp,40.7999
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2035,gdp-per-capita-ppp,44.3752
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2040,gdp-per-capita-ppp,46.104
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2045,gdp-per-capita-ppp,47.9292
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2050,gdp-per-capita-ppp,50.0505
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2055,gdp-per-capita-ppp,52.5941
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2060,gdp-per-capita-ppp,55.4769
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2065,gdp-per-capita-ppp,58.5921
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2070,gdp-per-capita-ppp,61.9716
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2075,gdp-per-capita-ppp,65.5901
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2080,gdp-per-capita-ppp,69.3043
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2085,gdp-per-capita-ppp,72.9824
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2090,gdp-per-capita-ppp,76.5656
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2095,gdp-per-capita-ppp,79.9969
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Taiwan,2100,gdp-per-capita-ppp,83.2815
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,1975,gdp-per-capita-ppp,15.979
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,1990,gdp-per-capita-ppp,22.587
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2005,gdp-per-capita-ppp,30.0655
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2010,gdp-per-capita-ppp,30.1214
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2015,gdp-per-capita-ppp,32.3356
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2021,gdp-per-capita-ppp,34.4662
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2025,gdp-per-capita-ppp,37.6444
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2030,gdp-per-capita-ppp,40.405
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2035,gdp-per-capita-ppp,42.7157
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2040,gdp-per-capita-ppp,44.7981
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2045,gdp-per-capita-ppp,46.7968
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2050,gdp-per-capita-ppp,48.7512
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2055,gdp-per-capita-ppp,50.8047
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2060,gdp-per-capita-ppp,52.9054
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2065,gdp-per-capita-ppp,55.0502
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2070,gdp-per-capita-ppp,57.1402
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2075,gdp-per-capita-ppp,59.2124
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2080,gdp-per-capita-ppp,61.342
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2085,gdp-per-capita-ppp,63.5861
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2090,gdp-per-capita-ppp,65.9561
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2095,gdp-per-capita-ppp,68.4171
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",USA,2100,gdp-per-capita-ppp,70.9269
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,1975,gdp-per-capita-ppp,4.41003
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,1990,gdp-per-capita-ppp,17.5073
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2005,gdp-per-capita-ppp,6.27935
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2010,gdp-per-capita-ppp,6.53098
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2015,gdp-per-capita-ppp,5.91047
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2021,gdp-per-capita-ppp,6.34939
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2025,gdp-per-capita-ppp,6.3315
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2030,gdp-per-capita-ppp,7.78336
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2035,gdp-per-capita-ppp,9.42565
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2040,gdp-per-capita-ppp,11.1969
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2045,gdp-per-capita-ppp,13.0514
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2050,gdp-per-capita-ppp,15.0243
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2055,gdp-per-capita-ppp,17.1717
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2060,gdp-per-capita-ppp,19.5256
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2065,gdp-per-capita-ppp,22.0548
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2070,gdp-per-capita-ppp,24.7073
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2075,gdp-per-capita-ppp,27.4369
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2080,gdp-per-capita-ppp,30.2488
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2085,gdp-per-capita-ppp,33.2092
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2090,gdp-per-capita-ppp,36.3679
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2095,gdp-per-capita-ppp,39.7417
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Ukraine,2100,gdp-per-capita-ppp,43.3506
