Units,scenario,region,sector,subsector,technology,fuel,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2095,9.03067e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2100,4.48221e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,1975,0.00230228
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,1990,0.0184603
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2005,0.0369636
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2010,0.0549624
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2015,0.0822535
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2021,0.143197
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2025,0.19221
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2030,0.273025
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2035,0.368362
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2040,0.421292
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2045,0.605267
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2050,0.887325
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2055,1.25105
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2060,1.66841
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2065,2.10256
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2070,2.5477
