Units,scenario,region,sector,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2095,0.387548654728
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2100,0.39741166460599997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2025,0.134360762949143
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2030,0.251499176212449
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2035,0.3782708978623
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2040,1.331448218099147
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2045,1.435280678628497
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2050,1.542951158018796
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2055,1.551995279800944
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2060,1.492328935175295
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2065,1.435482565746469
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2070,1.3843865373846709
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2075,1.341552395007434
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2080,1.30430992076419
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2085,1.262401584204903
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2090,1.23483634087119
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2095,1.218261633831744
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-12,biomass,2100,1.22264226746463
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2025,2.2155157784149
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2030,3.1822836754392
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2035,4.0347132713837
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2040,8.651624431761
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2045,8.929201906278
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2050,9.531312034086
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2055,9.34477746761
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2060,8.939612743629
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2065,8.6357759804198
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2070,8.3781175631947
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2075,8.1495968013356
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2080,7.9331535023023
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2085,7.6998283103049
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2090,7.5541678775481
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2095,7.2940111833045
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",EU-15,biomass,2100,7.1861471673913995
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2025,0.052844919528688
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2030,0.113586309000132
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2035,0.1888044241142
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2040,0.74015787329617
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2045,0.8238446371277099
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2050,0.91211083010616
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2055,0.9246717269982799
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2060,0.8890943881912
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2065,0.84756871155271
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2070,0.8106349295890001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2075,0.77524549982327
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2080,0.74068977745836
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2085,0.69472913644057
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2090,0.651172522029
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2095,0.6427647320928
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Europe_Non_EU,biomass,2100,0.65207795997051
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2025,0.22894652427591
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2030,0.33552163616809
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2035,0.46268661757234
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2040,1.376056152963
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2045,1.3838032347340998
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2050,1.25979916152375
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2055,1.2216318579927798
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2060,1.18233672770175
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2065,1.1428274324164
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2070,1.08348341857482
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2075,1.04312268472599
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2080,1.01969108995952
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2085,0.99948774413798
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2090,0.9734139027229
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2095,0.97172965491162
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,2100,0.9281720344782389
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2025,0.129541261045324
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2030,0.243773696966846
