market,technology,input group,input process,input location,input key,contribution type,score,share of market (%),physical amount,physical unit,method,impact category,unit
Generic,Coal gasification with CCS,Other direct emissions,"Carbon dioxide, fossil",biosphere,"('biosphere-3.12', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')",Other direct emissions,2.7143599172416695e-06,0.00046034693610523867,2.7143599172416695e-06,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Other direct emissions,Hydrochloric acid,biosphere,"('biosphere-3.12', '68e32537-beae-41c2-be72-74df4d273c11')",Other direct emissions,0.0,0.0,1.1355655790744011e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Other direct emissions,"Water, cooling, unspecified natural origin",biosphere,"('biosphere-3.12', 'fc1c42ce-a759-49fa-b987-f1ec5e503db1')",Other direct emissions,0.0,0.0,3.502400032633441e-08,cubic meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,CO2 capture and storage,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f35934f4c5ec445c8e063cf6d8b1795b')",Upstream input,0.0001058008596168653,0.017943494247961968,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Infrastructure,"chemical factory construction, organics",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '8e7d31369cdb4b2688a5e8bf919310c0')",Upstream input,8.966657854271263e-05,0.015207170737005244,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,"market for chromium trioxide, flakes",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a06e068f68e041e2ac0c80fc5e0557f8')",Upstream input,4.150154327246085e-07,7.03853168762193e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,market for copper oxide,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '9b2b7bfc24cd49bfadec1024e3fb0230')",Upstream input,2.2118844104024604e-06,0.0003751286647286053,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,market for diethanolamine,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4a5e3b6e092f4a8d876ebe45937da2dc')",Upstream input,1.6791778670279515e-06,0.0002847833042891282,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Infrastructure,"market for liquid storage tank, chemicals, organics",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '65328045d6934aea9218657932fe4f18')",Upstream input,1.0098355686217603e-05,0.0017126494796516306,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,market for magnesium oxide,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '3fc57c117f4c4a6abe4afab728b57ef3')",Upstream input,1.622152568695035e-07,2.7511199238929664e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,market for molybdenum trioxide,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '5de4e1a7764f410b8a69af4bfab86f57')",Upstream input,1.5856748479599675e-07,2.689254852611059e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,market for portafer,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '58b064c0cce34a9bba324f6605d30448')",Upstream input,8.751136125318452e-08,1.4841652638401901e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,"market for quicklime, milled, packed",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '62e91632f4e8492eaaa9cbe5152aea01')",Upstream input,2.592427315696766e-07,4.396675489775442e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Water,"market for water, deionised",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a3b3af9d63ee4c50a4506512784991e4')",Upstream input,2.489761063063154e-06,0.00042225567425117504,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,"market for zeolite, powder",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'aa37275a67b943c1b3c9804c7b3cf087')",Upstream input,2.0420173953555087e-05,0.003463197512807264,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,market for zinc oxide,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'd8f30b36acca41f8abdc5c246e360c64')",Upstream input,2.4155801521103704e-07,4.09674824210731e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,5.73791287806976e-05,0.009731320434993843,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,6.2027504792477815e-06,0.0010519670440199728,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.000240158935977091,0.04073020296722307,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,3.307520973343577e-05,0.005609451924598874,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00029658608987747666,0.05030007144567384,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,8.70921956056363e-06,0.0014770563458096925,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00012829228112976553,0.021757968856265443,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,2.730419696035843e-05,0.004630706242629751,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,2.6585223541834132e-05,0.004508770603860406,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,3.0603784767687644e-06,0.0005190305994993383,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,1.8953849056785884e-05,0.003214513405266918,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00012194619196253353,0.020681692019936887,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00024712281994355057,0.04191125586554681,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00011282747740579907,0.019135186605991374,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,1.6631532675122284e-05,0.0028206558242677734,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,7.830425061472896e-05,0.013280155525999031,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,5.422484833276123e-05,0.009196364355440566,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,3.714419642304576e-05,0.006299539316369103,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,1.826493127659798e-05,0.0030976751085755186,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Electricity,"market group for electricity, high voltage",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '61c3646bc8dc47bd8fc76509336203f1')",Upstream input,1.383477880829659e-06,0.0002346335132507036,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,"market for nickel, class 1",World,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '3efc33e8-c787-433d-a8f2-1a436588105b')",Upstream input,1.350027850491089e-05,0.0022896049292603126,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,market for silica sand,World,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'dc5c95fd-5eb1-48a3-bf64-67df861ea0c3')",Upstream input,1.1666900840813476e-09,1.978669822596681e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other raw materials,"market for aluminium oxide, metallurgical","IAI Area, Western and Central Europe","('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '25a7ad1d1ee14c438339ef0f94f9d6ca')",Upstream input,1.3158026629437149e-06,0.00022315600836781853,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Acetaldehyde,biosphere,"('biosphere-3.12', 'e3e8f6a2-c45e-4685-9859-698b2eadaf5b')",Other direct emissions,0.0,0.0,1.2913371686216528e-10,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Acetic acid,biosphere,"('biosphere-3.12', 'd157416d-db9b-4f88-a7f3-a9a5f1ea88f2')",Other direct emissions,0.0,0.0,1.9370056841972463e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Benzene,biosphere,"('biosphere-3.12', '28999907-a8a7-45b3-857e-836495ca2aa0')",Other direct emissions,0.0,0.0,5.1654712457725655e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Benzo(a)pyrene,biosphere,"('biosphere-3.12', '5e13c2ab-5466-4ff5-816d-702dfdf25f76')",Other direct emissions,0.0,0.0,1.2913371072509091e-12,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Butane,biosphere,"('biosphere-3.12', '982b0510-96ac-4bcb-a758-e98006b95f4d')",Other direct emissions,5.423763221248181e-10,9.198532461380946e-08,9.039605368746968e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,"Carbon dioxide, fossil",biosphere,"('biosphere-3.12', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')",Other direct emissions,0.0,0.0,0.0,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,"Carbon monoxide, fossil",biosphere,"('biosphere-3.12', 'ba2f3f82-c93a-47a5-822a-37ec97495275')",Other direct emissions,1.1016648459752899e-06,0.00018683890564333776,2.7118571434996304e-07,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Dinitrogen monoxide,biosphere,"('biosphere-3.12', '20185046-64bb-4c09-a8e7-e8a9e144ca98')",Other direct emissions,3.525350345238988e-06,0.0005978883713319372,1.2913371227981641e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Formaldehyde,biosphere,"('biosphere-3.12', 'a861cfae-a310-4e9d-b9eb-5d555c9a684c')",Other direct emissions,0.0,0.0,1.2913371227981641e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Mercury II,biosphere,"('biosphere-3.12', '71234253-b3a7-4dfe-b166-a484ad15bee7')",Other direct emissions,0.0,0.0,3.874134063240211e-12,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,"Methane, fossil",biosphere,"('biosphere-3.12', '0795345f-c7ae-410c-ad25-1845784c75f5')",Other direct emissions,7.696734810826451e-06,0.001305342105028966,2.582796916384715e-07,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Steam methane reforming with CCS,Other direct emissions,Nitrogen oxides,biosphere,"('biosphere-3.12', 'c1b91234-6f24-417b-8309-46111d09c457')",Other direct emissions,0.0,0.0,2.311549883398863e-06,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
